"orderid","lineid","productid","qtyordered","itemprice","voided","voiddate","fillsiteid","filllocationid","commissiontype","spiff","originalinventorycost","filldate","inventorycostdate","inventoryreceiptdate","addeddate","fillfromsiteid","fillfromlocationid","mainorderid","packageid","salesperson1","salesperson2","percentofsale1","percentofsale2","picked","upcharge","discount","valueforproductid","valueforlineid","valueproductid","valueproductlineid","warrantyproductid","warrantyproductlineid","deliverypoints","takenwith","setup","pickupdiscount","setupcommission","deliverycommission","taxruleid","taxliability","taxbasis","customertax","retailertax","priceauthorizedby","leaveincarton","outletid","outletstatusid","outletdate","serialnumber","outletcomment","originalprice","originalalacarteprice","originalregularprice","promotionid","adjustmentreasonid","autoadjusteduid","autoadjustedvoided","storecardloaded","addedbyapp","interfacedforsalescube","interfacedforforecasting","auditaction","oldorderid","oldlineid","priceoverridereason","lineadded","totalothercost","deleteline","returnlinematched"
"0710544IH34",2,LI244-C9000B,1.00,226.47,N,,,,Z,,,,,,,,,"0710544IH34",,mk,tkm,50.000,50.000,,,0.00,,,,,,,5,N,N,,N,N,,,,,,,N,,,,,,226.47,226.47,226.47,,,,,,2025-07-01 12:19:16.528,Y,N,U,,0,,,5.00,,N
"0710544IH34",5,LI244-C2500S,1.00,217.89,N,,,,Z,,,,,,,,,"0710544IH34",,mk,tkm,50.000,50.000,,,0.00,,,,,,,5,N,N,,N,N,,,,,,,N,,,,,,217.89,217.89,217.89,,,,,,2025-07-01 12:19:16.528,Y,N,U,,0,,,10.23,,N
"0710544IH34",9,LIK244HB,1.00,0.00,N,,,,Z,,,,,,,,,"0710544IH34",,mk,tkm,50.000,50.000,,,0.00,,,,,,,0,N,N,,N,N,,,,,,,N,,,,,,1644.90,1644.90,1644.90,,,,,,2025-07-10 16:28:17.497,Y,N,U,,0,,,0.00,,N
"0710544IH34",12,LI244-C2500S,1.00,217.89,N,,,,Z,,,,,,,,,"0710544IH34",,mk,tkm,50.000,50.000,,,0.00,,,,,,,5,N,N,,N,N,,,,,,,N,,,,,,217.89,217.89,217.89,,,,,,2025-07-10 16:33:52.331,Y,N,U,,0,,,10.23,,N
"0710544IH34",17,"738885029",1.00,224.68,N,,,,Z,,,,,,,,,"0710544IH34",,mk,tkm,50.000,50.000,,,0.00,,,,,,,6,N,N,,N,N,,,,,,,N,,,,,,224.68,224.68,224.68,,,,,,2025-07-10 16:53:03.772,Y,N,I,,0,,,5.65,,N
"0710544IH34A",19,"417648035",1.00,447.84,N,,"01",DC,Z,,227.00,2025-07-10 16:54:03.838,2025-05-31 00:00:00.000,2025-05-31 00:00:00.000,,,,"0710544IH34",,tkm,,100.000,,,,0.00,,,,,,,12,N,Y,,N,N,,,,,,,N,,,,,,447.84,447.84,447.84,,,,,,2025-07-10 16:54:03.440,Y,N,U,,0,,,18.16,,N
"0710544II27",1,"353192023",1.00,0.00,N,,,,Z,,,,,,,,,"0710544II27",,mk,nef,50.000,50.000,,,0.00,,,,,,,0,N,N,,N,N,,,,,,,N,,,,,,1997.50,1997.50,1997.50,,,,,,2025-07-10 18:01:22.778,Y,N,U,,0,,,0.00,,N
"0710544II27",4,"852110530",1.00,351.76,N,,"03",DOCK12,Z,,145.00,2025-07-10 18:02:49.240,2025-03-07 00:00:00.000,2025-03-07 00:00:00.000,,,,"0710544II27","353192023",mk,nef,50.000,50.000,,,0.00,,,,,,,14,N,N,,N,N,,,,,,,N,,,,,,351.76,0.00,0.00,,,,,,2025-07-10 18:01:22.779,Y,N,U,,0,,,15.40,,N
"0710555HY98",2,"337522452",1.00,855.77,N,,"01",DC,Z,,283.00,2025-07-10 09:54:12.118,2025-03-08 00:00:00.000,2025-03-08 00:00:00.000,,,,"0710555HY98",,pz,,100.000,,,,0.00,,,,,,,27,N,N,,N,N,,,,,,pz,N,,,,,,725.23,725.23,725.23,,,,,,2025-07-10 09:54:11.763,Y,N,U,,0,"60MONTH",,28.30,,N
"0710555IA47",1,"482923348",1.00,96.16,N,,"01",DC,Z,,45.00,2025-07-10 10:29:23.598,2025-02-20 00:00:00.000,2025-02-20 00:00:00.000,,,,"0710555IA47",,aa,,100.000,,,,0.00,,,,,,,5,N,N,,N,N,,,,,,mrc,N,,,,,,127.38,127.38,127.38,,,,,,2025-07-10 10:29:23.347,Y,N,U,,0,COMP,,13.71,,N
"0710555IA47",6,DECLINE,1.00,0.00,N,,,,Z,,,,,,,,,"0710555IA47",,aa,,100.000,,,,0.00,,,,,,,0,N,N,,N,N,,,,,,,N,,,,,,0.00,0.00,0.00,,,,,,2025-07-10 10:48:28.251,Y,N,I,,0,,,0.00,,N
"0710555IA61",3,"341783546",1.00,475.60,N,,,,Z,,,,,,,,,"0710555IA61","130680278",aa,,100.000,,,,0.00,,,,,,,36,N,N,,N,N,,,,,,,N,,,,,,475.60,540.75,540.75,,,,,,2025-07-10 10:35:59.616,Y,N,I,,0,,,13.39,,N
"0710555IB13",2,S84908735,1.00,1916.32,N,,,,S,,,,,,,,,"0710555IB13",,nkr,,100.000,,,,0.00,,,,,,,15,N,N,,N,N,,,,,,,N,,,,,,0.00,0.00,0.00,,,,,,2025-07-10 11:00:26.220,Y,N,I,,0,,,0.00,,N
"0710555IB18",2,BJODQHB-POR,1.00,361.78,N,,"01",DC,Z,,149.00,2025-07-10 10:52:55.445,2025-06-16 00:00:00.000,2025-06-16 00:00:00.000,,,,"0710555IB18",KJODQB-POR,gaw,ma,50.000,50.000,,,0.00,,,,,,,9,N,N,,N,N,,,,,,,N,,,,,,361.78,357.23,357.23,,,,,,2025-07-10 10:52:55.120,Y,N,U,,0,,,17.88,,N
"0710555IB42",2,"638139347",1.00,250.05,N,,,,Z,,,,,,,,,"0710555IB42",,pja,,100.000,,,,0.00,,,,,,,8,N,N,,N,N,,,,,,,N,,,,,,250.05,250.05,250.05,,,,,,2025-07-10 11:25:51.403,Y,N,I,,0,,,0.00,,N
"0710555IB42",5,"866941141",1.00,638.16,N,,,,Z,,,,,,,,,"0710555IB42",,pja,,100.000,,,,0.00,,,,,,,16,N,N,,N,N,,,,,,,N,,,,,,638.16,638.16,638.16,,,,,,2025-07-10 11:25:51.403,Y,N,I,,0,,,0.00,,N
"0710555IB86",6,HS169-98-21,1.00,677.87,N,,"01",DC,Z,,360.00,2025-07-10 12:01:46.929,2025-06-27 00:00:00.000,2025-06-27 00:00:00.000,,,,"0710555IB86",,mka,,100.000,,,,0.00,,,"4YEARFCP",15,,,24,N,N,,N,N,,,,,,,N,,,,,,677.87,677.87,677.87,,,,,,2025-07-10 12:01:45.288,Y,N,U,,0,,,21.60,,N
"0710555IB86",9,"911430452",1.00,39.42,N,,"03",DOCK07,Z,,15.00,2025-07-10 12:01:46.561,2025-03-11 00:00:00.000,2025-03-11 00:00:00.000,,,,"0710555IB86","119367776",mka,,100.000,,,,0.00,,,,,,,4,N,N,,N,N,,,,,,,N,,,,,,39.42,0.00,0.00,,,,,,2025-07-10 12:01:45.294,Y,N,U,,0,,,1.65,,N
"0710555IB86",13,"899326702",1.00,53.27,Y,2025-07-10 00:00:00.000,,,Z,,,,,,,,,"0710555IB86","119367776",mka,,100.000,,,,0.00,,,,,,,0,N,N,,N,N,,,,,,,N,,,,,,53.27,0.00,0.00,,,,,,2025-07-10 12:01:45.301,Y,N,I,,0,,,4.50,,N
"0710555IB86A",1,SSLT6,1.00,59.99,N,,"55",FLOOR,G,,17.20,2025-07-10 12:01:47.087,2024-05-07 00:00:00.000,2024-05-07 00:00:00.000,,"55",FLOOR,"0710555IB86",,mka,,100.000,,,,0.00,,,,,,,0,N,N,,N,N,,,,,,,N,,,,,,59.99,59.99,59.99,,,,,,2025-07-10 12:01:45.254,Y,N,U,,0,,,0.00,,N
"0710555IC85",5,"150-NOMOVE",1.00,0.00,N,,,,Z,,,,,,,,,"0710555IC85",,nkr,,100.000,,,,0.00,,,,,,,0,N,N,,N,N,,,,,,,N,,,,,,0.00,0.00,0.00,,,,,,2025-07-10 12:52:21.665,Y,N,I,,0,,,0.00,,N
"0710555ID44",6,DECLINE,1.00,0.00,N,,,,Z,,,,,,,,,"0710555ID44",,mka,,100.000,,,,0.00,,,,,,,0,N,N,,N,N,,,,,,,N,,,,,,0.00,0.00,0.00,,,,,,2025-07-10 13:55:01.368,Y,N,U,,0,,,0.00,,N
"0710555ID44A",3,"399899726",1.00,87.25,N,,,,Z,,,,,,,,,"0710555ID44",,mka,,100.000,,,,0.00,,,,,,,3,N,N,,N,N,,,,,,,N,,,,,,87.25,87.25,87.25,,,,,,2025-07-10 13:55:01.372,Y,N,U,,0,,,2.05,,N
"0710555ID73",1,S10950982,1.00,627.90,N,,,,S,,,,,,,,,"0710555ID73",,pz,,100.000,,,,0.00,,,,,,,25,N,N,,N,N,,,,,,,N,,,,,,0.00,0.00,0.00,,,,,,2025-07-10 14:09:00.654,Y,N,I,,0,,,0.00,,N
"0710555ID82",1,"983314187",1.00,488.40,N,,"01",DC,Z,0.00,140.00,,2025-04-21 00:00:00.000,2025-04-21 00:00:00.000,,,,"0710555ID82",,crc,,100.000,,,,0.00,,,,,,,31,N,N,,N,N,,,,,,,N,,,,,,488.40,,,,,,,,2025-07-10 14:22:05.311,N,N,U,,0,,,80.68,,N
"0710555IF48",1,"869080048",1.00,155.68,N,,"01",DC,Z,,94.00,2025-07-10 15:19:53.596,2025-05-15 00:00:00.000,2025-05-15 00:00:00.000,,,,"0710555IF48",,pja,,100.000,,,,0.00,,,,,,,8,N,N,,N,N,,,,,,,N,,,,,,155.68,155.68,155.68,,,,,,2025-07-10 15:19:52.864,Y,N,U,,0,,,16.09,,N
"0710555IF48",5,DECLINE,1.00,0.00,N,,,,Z,,,,,,,,,"0710555IF48",,pja,,100.000,,,,0.00,,,,,,,0,N,N,,N,N,,,,,,,N,,,,,,0.00,0.00,0.00,,,,,,2025-07-10 15:19:52.890,Y,N,I,,0,,,0.00,,N
"0710555IF89",3,"422503365",1.00,623.79,N,,,,Z,,,,,,,,,"0710555IF89","505205771",pja,,100.000,,,,0.00,,,,,,,65,N,N,,N,N,,,,,,,N,,,,,,623.79,623.79,623.79,,,,,,2025-07-01 15:34:26.441,Y,N,U,,0,,,11.73,,N
"0710555IG48",1,"126257798",1.00,1594.00,Y,2025-07-10 00:00:00.000,,,Z,,,,,,,,,"0710555IG48",,egb,,100.000,,,,0.00,,,,,,,70,N,N,,N,N,,,,,,egb,N,,,,,,1747.97,1747.97,1747.97,,,,,,2025-07-10 15:52:28.389,Y,N,U,,0,TAG,,0.00,,N
"0710555IG48",4,"662605705",1.00,0.00,Y,2025-07-10 00:00:00.000,,,Z,,,,,,,,,"0710555IG48",,egb,,100.000,,,,0.00,,,,,,,0,N,N,,N,N,,,,,,,N,,,,,,884.50,884.50,884.50,,,,,,2025-07-10 16:00:58.211,Y,N,U,,0,,,0.00,,N
"0710555IG48",8,"676245572",1.00,373.07,Y,2025-07-10 00:00:00.000,,,Z,,,,,,,,,"0710555IG48",,egb,,100.000,,,,0.00,,,,,,,9,N,N,,N,N,,,,,,,N,,,,,,373.07,373.07,373.07,,,,,,2025-07-10 16:00:58.211,Y,N,U,,0,,,0.00,,N
"0710555IG48",11,"375353823",1.00,0.00,N,,,,Z,,,,,,,,,"0710555IG48",,egb,,100.000,,,,0.00,,,,,,,0,N,N,,N,N,,,,,,,N,,,,,,898.25,898.25,898.25,,,,,,2025-07-10 16:07:58.562,Y,N,I,,0,,,0.00,,N
"0710555IG63",2,"799008573",1.00,201.00,N,,"55",FLOOR,Z,,175.00,2025-07-10 16:07:40.070,2024-11-26 00:00:00.000,2024-11-26 00:00:00.000,,"55",FLOOR,"0710555IG63",,mka,,100.000,,,,0.00,,,,,,,29,N,N,,N,N,,,,,,mka,N,,,,,,349.32,349.32,349.32,,,,,,2025-07-10 16:07:39.702,Y,N,U,,0,FLOOR,,14.00,,N
"0710555IH92",1,"497591731",1.00,399.00,N,,,,Z,,,,,,,,,"0710555IH92",,mka,,100.000,,,,0.00,,,,,,,11,N,N,,N,N,,,,,,,N,,,,,,399.00,399.00,399.00,,,,,,2025-07-10 17:25:31.115,Y,N,I,,0,,,0.00,,N
"0710555IH92",7,"399899726",1.00,87.25,N,,,,Z,,,,,,,,,"0710555IH92",,mka,,100.000,,,,0.00,,,,,,,3,N,N,,N,N,,,,,,,N,,,,,,87.25,87.25,87.25,,,,,,2025-07-10 17:25:31.115,Y,N,I,,0,,,0.00,,N
"0710555IH98",1,"153287021",1.00,1475.29,N,,"01",DC,Z,,684.00,2025-07-10 17:28:48.246,2025-01-27 00:00:00.000,2025-01-27 00:00:00.000,,,,"0710555IH98",,ef,,100.000,,,,0.00,,,,,,,59,N,N,,N,N,,,,,,,N,,,,,,1475.29,1475.29,1475.29,,,,,,2025-07-10 17:28:48.015,Y,N,U,,0,,,68.40,,N
"0710571HY63",1,SSMT5,1.00,79.99,N,,"71",FLOOR,G,,24.60,2025-07-10 09:26:50.232,2025-06-18 00:00:00.000,2025-06-18 00:00:00.000,,"71",FLOOR,"0710571HY63",,msz,,100.000,,,,0.00,,,,,,,0,N,N,,N,N,,,,,,,N,,,,,,79.99,79.99,79.99,,,,,,2025-07-10 09:26:49.979,Y,N,U,,0,,,0.00,,N
"0710571ID29",1,B211-86,1.00,57.73,N,,,,Z,0.00,,,2025-04-22 00:00:00.000,2025-04-22 00:00:00.000,,,,"0710571ID29",,lcd,,100.000,,,,0.00,,,,,,,1,N,N,,N,N,,,,,,,N,,,,,,57.73,,,,,,,,2025-07-10 13:34:08.076,Y,N,U,,0,,,2.64,,N
"0710571IH65",3,RECYCLEMATT,1.00,30.00,N,,,,ZERO,,,,,,,,,"0710571IH65",,msz,,100.000,,,,0.00,,,,,,,0,N,N,,N,N,,,,,,,N,,,,,,30.00,30.00,30.00,,,,,,2025-07-10 17:01:14.730,Y,N,I,,0,,,0.00,,N
"0710571IH65",6,"115958138",1.00,2999.00,N,,,,Z,30.00,,,,,,,,"0710571IH65",,msz,,100.000,,,,0.00,,,,,,,0,N,N,,N,N,,,,,,,N,,,,,,2999.00,2999.00,2999.00,,,,,,2025-07-10 17:08:08.947,Y,N,U,,0,,,0.00,,N
"0710571II14A",5,"297864295",1.00,40.00,N,,"71",FLOOR,Z,,41.60,2025-07-10 17:52:31.670,2024-01-23 00:00:00.000,2024-01-23 00:00:00.000,,"71",FLOOR,"0710571II14",,msz,,100.000,,,,0.00,,,,,,,0,N,N,,N,N,,,,,,msz,N,,,,,,79.00,79.00,79.00,,,,,,2025-07-10 17:52:31.414,Y,N,U,,0,COMP,,0.00,,N
"0710571II14A",7,"297864295",1.00,49.00,N,,"71",FLOOR,Z,,41.60,2025-07-10 17:52:31.752,2024-01-23 00:00:00.000,2024-01-23 00:00:00.000,,"71",FLOOR,"0710571II14",,msz,,100.000,,,,0.00,,,,,,,0,N,N,,N,N,,,,,,msz,N,,,,,,79.00,79.00,79.00,,,,,,2025-07-10 17:52:31.415,Y,N,U,,0,FLOOR,,0.00,,N
"0710544HZ88",1,"741760960",1.00,237.41,N,,,,Z,,,,,,,,,"0710544HZ88",,mk,,100.000,,,,0.00,,,,,,,26,N,N,,N,N,,,,,,mk,N,,,,,,339.17,339.17,339.17,,,,,,2025-07-10 10:21:06.027,Y,N,U,,0,TAG,,2.73,,N
"0710544HZ83",3,"240245983",1.00,169.59,N,,"01",DC,Z,,88.00,2025-07-10 10:13:49.186,2025-06-24 00:00:00.000,2025-06-24 00:00:00.000,,,,"0710544HZ83",,mk,,100.000,,,,0.00,,,,,,,4,N,N,,N,N,,,,,,,N,,,,,,169.59,169.59,169.59,,,,,,2025-07-10 10:13:48.869,Y,N,U,,0,,,11.44,,N
"0710530IF37",5,"799964177",1.00,793.22,N,,,,Z,,,,,,,,,"0710530IF37","114944095",jec,,100.000,,,,0.00,,,,,,,0,N,N,,N,N,,,,,,jec,N,,,,,,1445.14,1449.99,1449.99,,,,,,2025-07-10 15:14:25.376,Y,N,I,,0,COMP,,57.76,,N
"0710530IF37",3,"129955020",1.00,137.00,N,,,,Z,,,,,,,,,"0710530IF37",,jec,,100.000,,,,0.00,,,,,,,0,N,N,,N,N,,,,,,jec,N,,,,,,219.99,219.99,219.99,,,,,,2025-07-10 15:14:25.376,Y,N,I,,0,COMP,,8.72,,N
"0710530IC11",5,"4YEARFCP",1.00,249.99,N,,,,P,,,,,,,,,"0710530IC11",,mse,,100.000,,,,0.00,,,,,,,0,N,N,,N,N,,,,,,,N,,,,,,249.99,0.00,0.00,,,,,,2025-07-10 12:10:50.123,Y,N,I,,0,,,0.00,,N
"0710530IB98",2,"4YEARFCP",1.00,119.99,Y,2025-07-10 00:00:00.000,,,P,,,,,,,,,"0710530IB98",,aeg,,100.000,,,,0.00,,,,,,,0,N,N,,N,N,,,,,,,N,,,,,,119.99,0.00,0.00,,,,,,2025-07-09 16:30:16.178,Y,N,U,"0709530HW93",2,,,0.00,,N
"0710521IG93",3,"043183244",1.00,588.97,N,,"01",DC,Z,,223.25,2025-07-10 16:28:30.289,2025-06-20 00:00:00.000,2025-06-20 00:00:00.000,,,,"0710521IG93",,djs,,100.000,,,,0.00,,,,,,,27,N,N,,N,N,,,,,,,N,,,,,,588.97,588.97,588.97,,,,,,2025-07-10 16:28:29.832,Y,N,U,,0,,,51.41,,N
"0710521IG77",4,DECLINE,1.00,0.00,N,,,,Z,,,,,,,,,"0710521IG77",,lwe,,100.000,,,,0.00,,,,,,,0,N,N,,N,N,,,,,,,N,,,,,,0.00,0.00,0.00,,,,,,2025-07-10 16:42:17.814,Y,N,I,,0,,,0.00,,N
"0710521IG23",3,"154535693",1.00,1238.13,N,,,,Z,,,,,,,,,"0710521IG23",,djs,,100.000,,,,0.00,,,,,,,0,N,N,,N,N,,,,,,,N,,,,,,1238.13,1238.13,1238.13,,,,,,2025-07-10 15:33:34.668,Y,N,I,,0,,,80.06,,N
"0710521IG23",5,"144567836",1.00,3181.54,N,,"01",DC,Z,,1103.80,2025-07-10 15:44:26.627,2025-06-18 00:00:00.000,2025-06-18 00:00:00.000,,,,"0710521IG23",,djs,,100.000,,,,0.00,,,,,,,88,N,N,,N,N,,,,,,,N,,,,,,3181.54,3181.54,3181.54,,,,,,2025-07-10 15:44:26.204,Y,N,U,,0,,,110.38,,N
"0710521ID46",7,DECLINE,1.00,0.00,N,,,,Z,,,,,,,,,"0710521ID46",,kwb,,100.000,,,,0.00,,,,,,,0,N,N,,N,N,,,,,,,N,,,,,,0.00,0.00,0.00,,,,,,2025-07-07 11:26:14.608,Y,N,U,,0,,,0.00,,N
"0710521IB78",6,"350899080",1.00,645.28,N,,,,Z,,,,,,,,,"0710521IB78","662985787",awd,,100.000,,,,0.00,,,,,,,31,N,N,,N,N,,,,,,,N,,,,,,645.28,0.00,0.00,,,,,,2025-07-10 11:52:37.059,Y,N,U,,0,,,97.28,,N
"0710521IB78",1,"605346355",1.00,282.23,N,,,,Z,,,,,,,,,"0710521IB78",,awd,,100.000,,,,0.00,,,,,,,8,N,N,,N,N,,,,,,,N,,,,,,282.23,282.23,282.23,,,,,,2025-07-10 11:52:37.059,Y,N,U,,0,,,25.92,,N
"0710521IB74",9,"299320566",1.00,592.53,N,,"01",DC,Z,,199.95,2025-07-10 12:25:19.708,2025-04-10 00:00:00.000,2025-04-10 00:00:00.000,,,,"0710521IB74","212004979",lwe,,100.000,,,,0.00,,,,,,,16,N,N,,N,N,,,,,,,N,,,,,,592.53,0.00,0.00,,,,,,2025-07-10 11:57:48.081,Y,N,U,,0,,,35.60,,N
"0710521IB74",6,"406215163",1.00,90.40,N,,"01",DC,Z,,30.00,2025-07-10 16:13:24.488,2025-05-30 00:00:00.000,2025-05-30 00:00:00.000,,,,"0710521IB74","866143732",lwe,,100.000,,,,0.00,,,,,,,4,N,N,,N,N,,,,,,,N,,,,,,90.40,0.00,0.00,,,,,,2025-07-10 11:57:48.081,Y,N,U,,0,,,7.77,,N
"0710521IB71",1,"508906266",1.00,439.75,N,,"01",DC,Z,,227.00,2025-07-10 11:45:04.322,2025-03-18 00:00:00.000,2025-03-18 00:00:00.000,,,,"0710521IB71",,djs,lwe,50.000,50.000,,,0.00,,,,,,,63,N,N,,N,N,,,,,,,N,,,,,,439.75,439.75,439.75,,,,,,2025-07-10 11:45:03.966,Y,N,U,,0,,,18.16,,N
"0710521IB59",1,IFD1022NTST,1.00,466.40,N,,,,Z,,,,,,,,,"0710521IB59",,awd,,100.000,,,,0.00,,,,,,,13,N,N,,N,N,,,,,,,N,,,,,,466.40,466.40,466.40,,,,,,2025-07-10 11:35:52.526,Y,N,I,,0,,,0.00,,N
"0710521IA39",5,DECLINE,1.00,0.00,N,,,,Z,,,,,,,,,"0710521IA39",,alg,,100.000,,,,0.00,,,,,,,0,N,N,,N,N,,,,,,,N,,,,,,0.00,0.00,0.00,,,,,,2025-07-10 10:37:42.460,Y,N,I,,0,,,0.00,,N
"0710512IF97",4,"397410155",1.00,98.00,N,,"12",FLOOR-OUT,Z,0.00,77.50,2025-07-10 15:22:01.146,2024-12-04 00:00:00.000,2024-12-04 00:00:00.000,,"12",FLOOR-OUT,"0710512IF97",,ler,,100.000,,,,0.00,,,,,,,10,N,N,,N,N,,,,,,,N,"0710509575",OUT,2025-07-10 00:00:00.000,,,197.23,197.23,197.23,,,,,,2025-07-10 15:22:01.115,Y,N,U,,0,,,29.76,,N
"0710512IB45",3,"328692162",1.00,149.99,N,,"12",FLOOR-OUT,Z,0.00,150.00,2025-07-10 11:28:45.209,2025-07-05 00:00:00.000,2025-07-05 00:00:00.000,,,,"0710512IB45",,gg,,100.000,,,,0.00,,,,,,,25,N,N,,N,N,,,,,,gg,N,T100674320,OUT,2025-07-05 00:00:00.000,,tent as-is. could not clean well enough for stock. pet hair and stains,309.54,309.54,309.54,,,,,,2025-07-10 11:28:45.123,Y,N,U,,0,TAG,,12.00,,N
"0710512HZ23",6,"915202092",1.00,49.00,N,,"12",FLOOR-OUT,Z,0.00,3.50,2025-07-10 09:50:52.332,2025-05-20 00:00:00.000,2025-05-20 00:00:00.000,,,,"0710512HZ23",,rtt,,100.000,,,,0.00,,,,,,,3,N,N,,N,N,,,,,,,N,"0704509398",OUT,2025-07-04 00:00:00.000,,,0.00,0.00,0.00,,,,,,2025-07-10 09:50:52.298,Y,N,U,,0,,,1.40,,N
"0710511II18",5,AST459-20,1.00,428.21,Y,2025-07-10 00:00:00.000,,,Z,,,,,,,,,"0710511II18",,ler,bms,50.000,50.000,,,0.00,,,,,,,9,N,N,,N,N,,,,,,,N,,,,,,428.21,428.21,428.21,,,,,,2025-07-10 09:55:28.288,Y,N,U,"0708511HL14",5,,,10.80,,N
"0710511IH94",3,"658745316",1.00,460.75,N,,"01",DC,Z,,180.00,2025-07-10 17:28:53.776,2025-02-04 00:00:00.000,2025-02-04 00:00:00.000,,,,"0710511IH94","100061255",eh,,100.000,,,,0.00,,,"4YEARFCP",6,,,12,N,N,,N,N,,,,,,,N,,,,,,460.75,0.00,0.00,,,,,,2025-07-10 17:28:53.114,Y,N,U,,0,,,26.12,,N
"0710511IH77",2,"161949873",1.00,127.38,N,,"01",DC,Z,,60.00,2025-07-10 17:23:37.845,2024-03-19 00:00:00.000,2024-03-19 00:00:00.000,,"01",,"0710511IH77",,mdm,,100.000,,,,0.00,,,,,,,7,N,N,,N,N,,,,,,,N,,,,,,127.38,127.38,127.38,,,,,,2025-07-10 17:23:36.814,Y,N,U,,0,,,4.80,,N
"0710511IH62",15,"793429961",1.00,347.33,N,,"01",DC,Z,,120.00,2025-07-10 18:15:38.425,2025-05-15 00:00:00.000,2025-05-15 00:00:00.000,,,,"0710511IH62",,can,,100.000,,,,0.00,,,,,,,12,N,N,,N,N,,,,,,,N,,,,,,347.33,347.33,347.33,,,,,,2025-07-10 18:15:37.961,Y,N,U,,0,,,36.30,,N
"0710511IH62",7,"208379852",1.00,622.94,N,,"01",DC,Z,,364.50,2025-07-10 18:06:24.220,2024-12-13 00:00:00.000,2024-12-13 00:00:00.000,,,,"0710511IH62","920099686",can,,100.000,,,,0.00,,,,,,,31,N,N,,N,N,,,,,,,N,,,,,,622.94,0.00,0.00,,,,,,2025-07-10 18:06:23.858,Y,N,U,,0,,,116.28,,N
"0710511IH32",3,"161949873",1.00,127.38,N,,"01",DC,Z,0.00,62.00,,2025-05-22 00:00:00.000,2025-05-22 00:00:00.000,,,,"0710511IH32",,mdm,,100.000,,,,0.00,,,,,,,7,N,N,,N,N,,,,,,,N,,,,,,127.38,,,,SLS,,,,2025-07-10 16:37:52.052,Y,N,U,,0,,,4.96,,N
"0710511IG82",6,"805403196",1.00,595.26,N,,"01",DC,Z,,295.00,2025-07-10 17:03:43.417,2025-07-10 00:00:00.000,2025-07-10 00:00:00.000,,,,"0710511IG82",,sk,,100.000,,,,0.00,,,,,,,46,N,N,,N,N,,,,,,,N,,,,,,595.26,595.26,595.26,,,,,,2025-07-10 17:03:43.154,Y,N,U,,0,,,23.60,,N
"0710511IG66",3,"695908658",1.00,194.60,N,,"01",DC,Z,,80.00,2025-07-10 16:26:58.316,2024-05-10 00:00:00.000,2024-05-10 00:00:00.000,,,,"0710511IG66",,sn,,100.000,,,,0.00,,,,,,,18,N,N,,N,N,,,,,,sn,N,,,,,,278.00,278.00,278.00,,,,,,2025-07-10 16:26:58.094,Y,N,U,,0,FLOOR,,37.40,,N
"0710511IG37",1,"036241590",1.00,477.94,N,,,,Z,,,,,,,,,"0710511IG37",,lcd,,100.000,,,,0.00,,,,,,,44,N,N,,N,N,,,,,,ksw,N,,,,,,471.89,471.89,471.89,,,,,,2025-07-10 15:41:34.706,Y,N,U,,0,TAG,,8.30,,N
"0710511IG26",1,"488194850",1.00,798.00,N,,,,Z,0.00,,,2025-04-16 00:00:00.000,2025-04-16 00:00:00.000,,,,"0710511IG26",,mcc,,100.000,,,,0.00,,,,,,,26,N,N,,N,N,,,,,,,N,,,,,,798.00,,,,,,,,2025-07-10 15:32:17.176,Y,N,U,,0,,,38.00,,N
"0710511IG16",3,"946292259",1.00,773.23,N,,"01",DC,Z,,359.00,2025-07-10 15:30:41.551,2025-05-08 00:00:00.000,2025-05-08 00:00:00.000,,,,"0710511IG16",,mcc,,100.000,,,,0.00,,,,,,,18,N,N,,N,N,,,,,,,N,,,,,,773.23,773.23,773.23,,,,,,2025-07-10 15:30:41.245,Y,N,U,,0,,,43.08,,N
"0710511IG11",8,RECYCLEMATT,1.00,30.00,N,,,,ZERO,,,,,,,,,"0710511IG11",,alb,,100.000,,,,0.00,,,,,,,0,N,N,,N,N,,,,,,,N,,,,,,30.00,30.00,30.00,,,,,,2025-07-10 15:24:20.648,Y,N,I,,0,,,0.00,,N
"0710511IF94",4,"647561502",1.00,184.33,N,,"01",DC,Z,,160.00,2025-07-10 15:21:58.529,2025-05-29 00:00:00.000,2025-05-29 00:00:00.000,,,,"0710511IF94",,ml,,100.000,,,,0.00,,,,,,,5,N,N,,N,N,,,,,,bnz,N,,,,,,298.24,298.24,298.24,,,,,,2025-07-10 15:21:58.210,Y,N,U,,0,COMP,,12.80,,N
"0710511IF47",8,"887694916",1.00,339.39,N,,"03",DOCK16,Z,,129.00,2025-07-10 15:10:09.608,2025-04-10 00:00:00.000,2025-04-10 00:00:00.000,,,,"0710511IF47","884799046",sk,,100.000,,,,0.00,,,,,,,10,N,N,,N,N,,,,,,,N,,,,,,339.39,0.00,0.00,,,,,,2025-07-10 15:10:08.491,Y,N,U,,0,,,29.76,,N
"0710511IF47",1,"884799046",1.00,0.00,N,,,,Z,,,,,,,,,"0710511IF47",,sk,,100.000,,,,0.00,,,,,,,0,N,N,,N,N,,,,,,,N,,,,,,4978.35,4978.35,4978.35,,,,,,2025-07-10 15:10:08.491,Y,N,I,,0,,,0.00,,N
