"orderid","lineid","productid","qtyordered","itemprice","voided","voiddate","fillsiteid","filllocationid","commissiontype","spiff","originalinventorycost","filldate","inventorycostdate","inventoryreceiptdate","addeddate","fillfromsiteid","fillfromlocationid","mainorderid","packageid","salesperson1","salesperson2","percentofsale1","percentofsale2","picked","upcharge","discount","valueforproductid","valueforlineid","valueproductid","valueproductlineid","warrantyproductid","warrantyproductlineid","deliverypoints","takenwith","setup","pickupdiscount","setupcommission","deliverycommission","taxruleid","taxliability","taxbasis","customertax","retailertax","priceauthorizedby","leaveincarton","outletid","outletstatusid","outletdate","serialnumber","outletcomment","originalprice","originalalacarteprice","originalregularprice","promotionid","adjustmentreasonid","autoadjusteduid","autoadjustedvoided","storecardloaded","addedbyapp","interfacedforsalescube","interfacedforforecasting","auditaction","oldorderid","oldlineid","priceoverridereason","lineadded","totalothercost","deleteline","returnlinematched"
"0710530HX83",3,"469572630",1.00,131.49,N,,"01",DC,Z,,57.00,2025-07-10 08:18:32.599,2025-04-01 00:00:00.000,2025-04-01 00:00:00.000,,,,"0710530HX83","731041760",can,,100.000,,,,0.00,,,,,,,3,N,N,,N,N,,,,,,,N,,,,,,131.49,0.00,0.00,,,,,,2025-07-10 08:18:32.349,Y,N,U,,0,,,7.54,,N
"0710530HX88",1,"180285025",1.00,79.00,N,,,,Z,,,,,,,,,"0710530HX88",,aeg,,100.000,,,,0.00,,,,,,,0,N,N,,N,N,,,,,,,N,,,,,,79.00,79.00,79.00,,,,,,2025-07-10 08:50:10.728,Y,N,U,,0,,,0.00,,N
"0710530IB91",2,"142220641",1.00,485.40,N,,"01",DC,Z,,180.00,2025-07-10 12:00:52.354,2025-04-02 00:00:00.000,2025-04-02 00:00:00.000,,,,"0710530IB91","286268960",aeg,,100.000,,,,0.00,,,,,,,18,N,N,,N,N,,,,,,,N,,,,,,485.40,0.00,0.00,,,,,,2025-07-10 12:00:52.050,Y,N,U,,0,,,39.09,,N
"0710530IB98",1,"828384012",1.00,943.99,Y,2025-07-10 00:00:00.000,,,Z,,,,,,,,,"0710530IB98",,aeg,,100.000,,,,49.68,,,,,,,24,N,N,,N,N,,,,,,,N,,,,,,993.67,993.67,993.67,,,,,,2025-07-09 16:29:57.470,Y,N,U,"0709530HW93",1,,,50.52,,N
"0710530IB98",4,"557057860",1.00,566.13,Y,2025-07-10 00:00:00.000,,,Z,,,,,,,,,"0710530IB98",,aeg,,100.000,,,,29.80,,,,,,,20,N,N,,N,N,,,,,,,N,,,,,,595.93,595.93,595.93,,,,,,2025-07-10 10:31:06.035,Y,N,U,"0709530HW93",4,,,10.82,,N
"0710530IF37",2,"034710095",1.00,143.59,N,,,,Z,,,,,,,,,"0710530IF37",,jec,,100.000,,,,0.00,,,,,,,0,N,N,,N,N,,,,,,jec,N,,,,,,242.00,242.00,242.00,,,,,,2025-07-10 15:14:25.376,Y,N,I,,0,COMP,,9.68,,N
"0710530IF37",13,DECLINE,1.00,0.00,N,,,,Z,,,,,,,,,"0710530IF37",,jec,,100.000,,,,0.00,,,,,,,0,N,N,,N,N,,,,,,,N,,,,,,0.00,0.00,0.00,,,,,,2025-07-10 15:27:42.410,Y,N,I,,0,,,0.00,,N
"0710530IF37",8,"129955020",1.00,137.00,N,,,,Z,,,,,,,,,"0710530IF37",,jec,,100.000,,,,0.00,,,,,,,0,N,N,,N,N,,,,,,jec,N,,,,,,219.99,219.99,219.99,,,,,,2025-07-10 15:14:25.376,Y,N,I,,0,COMP,,8.72,,N
"0710530IF37",11,"129955020",1.00,137.00,N,,,,Z,,,,,,,,,"0710530IF37",,jec,,100.000,,,,0.00,,,,,,,0,N,N,,N,N,,,,,,jec,N,,,,,,219.99,219.99,219.99,,,,,,2025-07-10 15:14:25.376,Y,N,I,,0,COMP,,8.72,,N
"0710530IF37",6,"414838192",1.00,793.22,N,,,,Z,,,,,,,,,"0710530IF37","114944095",jec,,100.000,,,,0.00,,,,,,,0,N,N,,N,N,,,,,,jec,N,,,,,,1084.85,1089.99,1089.99,,,,,,2025-07-10 15:14:25.376,Y,N,I,,0,COMP,,43.36,,N
"0710530IH17",1,"904489232",1.00,276.92,N,,,,Z,,,,,,,,,"0710530IH17",,can,,100.000,,,,92.31,,,,,,,5,N,N,,N,N,,,,,,,N,,,,,,369.23,369.23,369.23,,,,,,2025-07-10 16:33:42.851,Y,N,U,,0,,,16.28,,N
"0710530IH17",3,"177945285",1.00,223.12,N,,,,Z,,,,,,,,,"0710530IH17",,can,,100.000,,,,74.37,,,,,,,12,N,N,,N,N,,,,,,,N,,,,,,297.49,297.49,297.49,,,,,,2025-07-10 16:34:01.175,Y,N,U,,0,,,15.48,,N
"0710530IH58",2,"515352653",1.00,667.34,N,,"01",DC,Z,,315.00,2025-07-10 16:53:22.961,2025-03-31 00:00:00.000,2025-03-31 00:00:00.000,,,,"0710530IH58",,aeg,,100.000,,,,0.00,,,,,,,36,N,N,,N,N,,,,,,,N,,,,,,667.34,667.34,667.34,,,,,,2025-07-10 16:53:22.344,Y,N,U,,0,,,22.05,,N
"0710530IH58",5,"150-NOMOVE",1.00,0.00,N,,,,Z,,,,,,,,,"0710530IH58",,aeg,,100.000,,,,0.00,,,,,,,0,N,N,,N,N,,,,,,,N,,,,,,0.00,0.00,0.00,,,,,,2025-07-10 16:58:33.578,Y,N,I,,0,,,0.00,,N
"0710544HY21",1,VB172-115,1.00,1622.71,N,,,,Z,0.00,,,2025-03-07 00:00:00.000,2025-03-07 00:00:00.000,,,,"0710544HY21",,edv,,100.000,,,,0.00,,,,,,,28,N,N,,N,N,,,,,,,N,,,,,,1622.71,,,,,,,,2025-07-10 09:17:06.629,Y,N,U,,0,,,27.50,,N
"0710544HY64",1,"849359884",1.00,93.93,N,,,,Z,0.00,,,2025-03-08 00:00:00.000,2025-03-08 00:00:00.000,,,,"0710544HY64",,lcd,,100.000,,,,0.00,,,,,,,7,N,N,,N,N,,,,,,,N,,,,,,93.93,,,,,,,,2025-07-10 09:30:00.484,Y,N,U,,0,,,4.20,,N
"0710544HY64",2,"643200097",1.00,46.97,N,,,,Z,0.00,,,2025-03-08 00:00:00.000,2025-03-08 00:00:00.000,,,,"0710544HY64",,lcd,,100.000,,,,0.00,,,,,,,4,N,N,,N,N,,,,,,,N,,,,,,46.97,,,,,,,,2025-07-10 09:30:00.484,Y,N,U,,0,,,2.10,,N
"0710544HY84",1,"770937783",1.00,599.00,N,,"44",FLOOR,Z,,476.75,2025-07-10 10:07:32.284,2025-02-27 00:00:00.000,2025-02-27 00:00:00.000,,"44",,"0710544HY84",,mk,,100.000,,,,0.00,,,"4YEARFCP",2,,,70,N,N,,N,N,,,,,,mk,N,,,,,,998.73,998.73,998.73,,,,,,2025-07-10 09:42:42.363,Y,N,U,,0,TAG,,0.00,,N
"0710544HY84",2,"4YEARFCP",1.00,99.99,N,,,,P,,,,,,,,,"0710544HY84",,mk,,100.000,,,,0.00,,,,,,,0,N,N,,N,N,,,,,,,N,,,,,,99.99,0.00,0.00,,,,,,2025-07-10 10:43:12.775,Y,N,I,,0,,,0.00,,N
"0710544HZ54",3,"240245983",1.00,169.59,Y,2025-07-10 00:00:00.000,,,Z,,,,,,,,,"0710544HZ54",,mk,,100.000,,,,0.00,,,,,,,4,N,N,,N,N,,,,,,,N,,,,,,169.59,169.59,169.59,,,,,,2025-07-10 10:01:59.666,Y,N,U,,0,,,11.44,,N
"0710544HZ54",2,"240245983",1.00,169.59,Y,2025-07-10 00:00:00.000,,,Z,,,,,,,,,"0710544HZ54",,mk,,100.000,,,,0.00,,,,,,,4,N,N,,N,N,,,,,,,N,,,,,,169.59,169.59,169.59,,,,,,2025-07-10 10:01:59.666,Y,N,U,,0,,,11.44,,N
"0710544IA72",1,"644717786",1.00,239.95,N,,,,Z,,,,,,,,,"0710544IA72",,tkm,,100.000,,,,0.00,,,,,,,8,N,N,,N,N,,,,,,,N,,,,,,239.95,239.95,239.95,,,,,,2025-07-10 10:46:49.119,Y,N,U,,0,,,4.34,,N
"0710544IA72",5,"150-NOMOVE",1.00,0.00,N,,,,Z,,,,,,,,,"0710544IA72",,tkm,,100.000,,,,0.00,,,,,,,0,N,N,,N,N,,,,,,,N,,,,,,0.00,0.00,0.00,,,,,,2025-07-10 10:47:00.064,Y,N,U,,0,,,0.00,,N
"0710544HZ63",9,DECLINE,1.00,0.00,N,,,,Z,,,,,,,,,"0710544HZ63",,tkm,,100.000,,,,0.00,,,,,,,0,N,N,,N,N,,,,,,,N,,,,,,0.00,0.00,0.00,,,,,,2025-07-10 10:03:14.433,Y,N,I,,0,,,0.00,,N
"0710544HZ63",8,"150-NOMOVE",1.00,0.00,N,,,,Z,,,,,,,,,"0710544HZ63",,tkm,,100.000,,,,0.00,,,,,,,0,N,N,,N,N,,,,,,,N,,,,,,0.00,0.00,0.00,,,,,,2025-07-10 10:03:14.433,Y,N,I,,0,,,0.00,,N
"0710544HZ83",1,M20331,1.00,379.00,N,,"01",DC,Z,,199.00,2025-07-10 10:13:49.356,2025-07-04 00:00:00.000,2025-07-04 00:00:00.000,,,,"0710544HZ83",,mk,,100.000,,,,0.00,,,,,,,7,N,N,,N,N,,,,,,,N,,,,,,379.00,379.00,379.00,,,,,,2025-07-10 10:13:48.868,Y,N,U,,0,,,20.90,,N
"0710544HZ63",4,"736441336",1.00,152.83,N,,"01",DC,Z,,62.50,2025-07-10 10:02:17.738,2025-04-04 00:00:00.000,2025-04-04 00:00:00.000,,,,"0710544HZ63","963504666",tkm,,100.000,,,,0.00,,,,,,,0,N,N,,N,N,,,,,,,N,,,,,,152.83,137.42,137.42,,,,,,2025-07-07 10:47:56.018,Y,N,U,,0,,,2.50,,N
"0710544IA72",2,"644717786",1.00,239.95,N,,,,Z,,,,,,,,,"0710544IA72",,tkm,,100.000,,,,0.00,,,,,,,8,N,N,,N,N,,,,,,,N,,,,,,239.95,239.95,239.95,,,,,,2025-07-10 10:46:49.119,Y,N,U,,0,,,4.34,,N
"0710544IA72",3,"886252515",1.00,496.89,N,,,,Z,,,,,,,,,"0710544IA72",,tkm,,100.000,,,,0.00,,,,,,,57,N,N,,N,N,,,,,,,N,,,,,,496.89,496.89,496.89,,,,,,2025-07-10 10:46:49.119,Y,N,U,,0,,,9.03,,N
"0710544IB19",2,"886252515",1.00,496.89,N,,"01",DC,Z,,258.00,2025-07-10 13:57:23.684,2025-06-12 00:00:00.000,2025-06-12 00:00:00.000,,,,"0710544IB19",,tkm,,100.000,,,,0.00,,,,,,,57,N,N,,N,N,,,,,,,N,,,,,,496.89,496.89,496.89,,,,,,2025-07-10 10:51:29.860,Y,N,U,,0,,,20.64,,N
"0710544IB19",3,DECLINE,1.00,0.00,N,,,,Z,,,,,,,,,"0710544IB19",,tkm,,100.000,,,,0.00,,,,,,,0,N,N,,N,N,,,,,,,N,,,,,,0.00,0.00,0.00,,,,,,2025-07-10 10:51:29.860,Y,N,U,,0,,,0.00,,N
"0710544IB19",5,"644717786",1.00,239.95,N,,,,Z,,,,,,,,,"0710544IB19",,tkm,,100.000,,,,0.00,,,,,,,8,N,N,,N,N,,,,,,,N,,,,,,239.95,239.95,239.95,,,,,,2025-07-10 10:51:29.860,Y,N,U,,0,,,4.34,,N
"0710544IB34",1,"735354290",1.00,0.00,N,,,,Z,,,,,,,,,"0710544IB34",,mk,,100.000,,,,0.00,,,,,,,0,N,N,,N,N,,,,,,,N,,,,,,2455.52,2455.52,2455.52,,,,,,2025-07-10 11:08:48.998,Y,N,I,,0,,,0.00,,N
"0710544IB34",4,"804514454",1.00,1251.46,N,,,,Z,,,,,,,,,"0710544IB34","735354290",mk,,100.000,,,,0.00,,,,,,,52,N,N,,N,N,,,,,,,N,,,,,,1251.46,1258.88,1258.88,,,,,,2025-07-10 11:08:48.998,Y,N,I,,0,,,0.00,,N
"0710544IB34",5,"119091922",1.00,0.00,N,,,,Z,,,,,,,,,"0710544IB34",,mk,,100.000,,,,0.00,,,,,,,0,N,N,,N,N,,,,,,,N,,,,,,1497.32,1497.32,1497.32,,,,,,2025-07-10 11:08:48.998,Y,N,I,,0,,,0.00,,N
"0710544IB34",7,"913564079",1.00,849.54,N,,,,Z,,,,,,,,,"0710544IB34","119091922",mk,,100.000,,,,0.00,,,,,,,27,N,N,,N,N,,,,,,,N,,,,,,849.54,0.00,0.00,,,,,,2025-07-10 11:08:48.998,Y,N,I,,0,,,0.00,,N
"0710544IB34",8,"238518210",1.00,794.77,N,,,,Z,,,,,,,,,"0710544IB34",,mk,,100.000,,,,0.00,,,,,,,19,N,N,,N,N,,,,,,,N,,,,,,794.77,794.77,794.77,,,,,,2025-07-10 11:10:20.633,Y,N,I,,0,,,0.00,,N
"0710544IB41",5,"795949415",1.00,471.65,Y,2025-07-10 00:00:00.000,,,Z,,,,,,,,,"0710544IB41",,tkm,,100.000,,,,0.00,,,,,,,11,N,N,,N,N,,,,,,,N,,,,,,471.65,471.65,471.65,,,,,,2025-07-01 16:24:13.156,Y,N,U,"0701544EP46",5,,,37.75,,N
"0710544IB41",6,"747975411",1.00,1350.83,N,,"01",DC,Z,,521.00,2025-07-10 11:21:44.009,2025-06-17 00:00:00.000,2025-06-17 00:00:00.000,,,,"0710544IB41",,tkm,,100.000,,,,0.00,,,,,,,52,N,N,,N,N,,,,,,,N,,,,,,1350.83,1350.83,1350.83,,,,,,2025-07-01 16:24:13.156,Y,N,U,,0,,,129.43,,N
"0710544IB41",8,DECLINE,1.00,0.00,N,,,,Z,,,,,,,,,"0710544IB41",,tkm,,100.000,,,,0.00,,,,,,,0,N,N,,N,N,,,,,,,N,,,,,,0.00,0.00,0.00,,,,,,2025-07-01 16:25:16.825,Y,N,U,,0,,,0.00,,N
"0710544IB41",9,"378582039",1.00,374.68,N,,"01",DC,Z,,188.00,2025-07-10 11:21:43.523,2025-01-14 00:00:00.000,2025-01-14 00:00:00.000,,,,"0710544IB41",,tkm,,100.000,,,,0.00,,,,,,,11,N,N,,N,N,,,,,,,N,,,,,,374.68,374.68,374.68,,,,,,2025-07-10 11:05:51.375,Y,N,U,,0,,,28.20,,N
"0710544IB62",1,"829707183",1.00,1225.38,N,,,,Z,,,,,,,,,"0710544IB62",,sdz,,100.000,,,,0.00,,,,,,,19,N,N,,N,N,,,,,,,N,,,,,,1225.38,1225.38,1225.38,,,,,,2025-07-10 11:36:16.526,Y,N,I,,0,,,47.20,,N
"0710544IB62",2,"829707183",1.00,1225.38,N,,,,Z,,,,,,,,,"0710544IB62",,sdz,,100.000,,,,0.00,,,,,,,19,N,N,,N,N,,,,,,,N,,,,,,1225.38,1225.38,1225.38,,,,,,2025-07-10 11:36:16.526,Y,N,I,,0,,,47.20,,N
"0710544IC26",2,"542334024",1.00,1297.00,N,,,,Z,,,,,,,,,"0710544IC26",,nef,,100.000,,,,0.00,,,,,,,0,N,N,,N,N,,,,,,,N,,,,,,1297.00,1297.00,1297.00,,,,,,2025-07-10 12:26:19.920,Y,N,I,,0,,,0.00,,N
"0710544IC26",3,"542334024",1.00,1297.00,N,,,,Z,,,,,,,,,"0710544IC26",,nef,,100.000,,,,0.00,,,,,,,0,N,N,,N,N,,,,,,,N,,,,,,1297.00,1297.00,1297.00,,,,,,2025-07-10 12:26:19.920,Y,N,I,,0,,,0.00,,N
"0710544ID45",1,"437035874",1.00,340.17,N,,"44",FLOOR,Z,,224.98,2025-07-10 17:14:33.318,2023-09-28 00:00:00.000,2023-09-28 00:00:00.000,,"44",FLOOR,"0710544ID45",,tkm,,100.000,,,,0.00,,,,,,,0,N,N,,N,N,,,,,,tkm,N,,,,,,485.96,485.96,485.96,,,,,,2025-07-10 13:47:46.802,Y,N,U,,0,TAG,,18.00,,N
"0710544ID59",1,"832358646",1.00,677.87,N,,"01",DC,Z,,284.00,2025-07-10 14:00:14.598,2025-06-25 00:00:00.000,2025-06-25 00:00:00.000,,,,"0710544ID59",,sdz,,100.000,,,,0.00,,,,,,,29,N,N,,N,N,,,,,,,N,,,,,,677.87,677.87,677.87,,,,,,2025-07-10 14:00:14.339,Y,N,U,,0,,,54.15,,N
"0710544ID65",2,"752344208",1.00,676.86,N,,,,Z,,,,,,,,,"0710544ID65",,mk,,100.000,,,,0.00,,,,,,,24,N,N,,N,N,,,,,,,N,,,,,,676.86,676.86,676.86,,,,,,2025-07-10 14:08:16.984,Y,N,I,,0,,,0.00,,N
"0710544IE13",1,SSMT5,1.00,79.99,N,,,,G,,,,,,,"44",FLOOR,"0710544IE13",,tkm,,100.000,,,,0.00,,,,,,,0,N,N,,N,N,,,,,,,N,,,,,,79.99,79.99,79.99,,,,,,2025-07-10 14:24:43.910,Y,N,I,,0,,,0.00,,N
"0710544IE13",4,RECYCLEMATT,1.00,30.00,N,,,,ZERO,,,,,,,,,"0710544IE13",,tkm,,100.000,,,,0.00,,,,,,,0,N,N,,N,N,,,,,,,N,,,,,,30.00,30.00,30.00,,,,,,2025-07-10 14:33:35.501,Y,N,I,,0,,,0.00,,N
"0710544IE14",1,SSMT5,1.00,79.99,N,,,,G,,,,,,,"44",FLOOR,"0710544IE14",,tkm,,100.000,,,,0.00,,,,,,,0,N,N,,N,N,,,,,,,N,,,,,,79.99,79.99,79.99,,,,,,2025-07-10 14:25:50.059,Y,N,I,,0,,,0.00,,N
"0710544IE14",3,"639423945",1.00,315.00,N,,,,Z,,,,,,,,,"0710544IE14",,tkm,,100.000,,,,0.00,,,,,,,31,N,N,,N,N,,,,,,,N,,,,,,315.00,315.00,315.00,,,,,,2025-07-10 14:26:33.477,Y,N,I,,0,,,0.00,,N
"0710544IE14",4,RECYCLEMATT,1.00,30.00,N,,,,ZERO,,,,,,,,,"0710544IE14",,tkm,,100.000,,,,0.00,,,,,,,0,N,N,,N,N,,,,,,,N,,,,,,30.00,30.00,30.00,,,,,,2025-07-10 14:33:07.988,Y,N,I,,0,,,0.00,,N
"0710544IG47",5,JAC437662180658,1.00,1086.10,N,,,,Z,,,,,,,,,"0710544IG47",JACK43763PC,mk,,100.000,,,,0.00,,,,,,,99,N,N,,N,N,,,,,,,N,,,,,,1086.10,1082.04,1082.04,,,,,,2025-07-10 15:51:38.121,Y,N,I,,0,,,0.00,,N
"0710544IH34",1,LI244-C2500S,1.00,217.89,N,,,,Z,,,,,,,,,"0710544IH34",,mk,tkm,50.000,50.000,,,0.00,,,,,,,5,N,N,,N,N,,,,,,,N,,,,,,217.89,217.89,217.89,,,,,,2025-07-01 12:19:16.528,Y,N,U,,0,,,10.23,,N
"0710544IH34",3,LI244-HB6642,1.00,1085.48,Y,2025-07-10 00:00:00.000,,,Z,,,,,,,,,"0710544IH34",,mk,,100.000,,,,0.00,,,,,,,33,N,N,,N,N,,,,,,,N,,,,,,1085.48,1085.48,1085.48,,,,,,2025-07-01 12:19:16.528,Y,N,U,"0701544DR13",3,,,102.61,,N
"0710544IH34",4,LI244-CH5692,1.00,758.79,Y,2025-07-10 00:00:00.000,,,Z,,,,,,,,,"0710544IH34",,mk,,100.000,,,,0.00,,,,,,,32,N,N,,N,N,,,,,,mk,N,,,,,,0.00,0.00,0.00,,,,,,2025-07-01 12:19:16.528,Y,N,U,"0701544DR13",4,TAG,,100.44,,N
"0710544IH34",7,LI244-C2500S,1.00,217.89,N,,,,Z,,,,,,,,,"0710544IH34",,mk,tkm,50.000,50.000,,,0.00,,,,,,,5,N,N,,N,N,,,,,,,N,,,,,,217.89,217.89,217.89,,,,,,2025-07-01 12:19:16.528,Y,N,U,,0,,,10.23,,N
"0710544IH34",8,LI244-T4490,1.00,690.50,N,,"01",DC,Z,,332.00,2025-07-10 16:41:55.977,2025-06-02 00:00:00.000,2025-06-02 00:00:00.000,,,,"0710544IH34",,mk,tkm,50.000,50.000,,,0.00,,,,,,,21,N,N,,N,N,,,,,,,N,,,,,,690.50,690.50,690.50,,,,,,2025-07-01 12:20:40.226,Y,N,U,,0,,,16.60,,N
"0710544IH34",10,LI244-CB5692,1.00,886.11,N,,"01",DC,Z,,295.00,2025-07-10 16:41:55.742,2025-07-03 00:00:00.000,2025-07-03 00:00:00.000,,,,"0710544IH34",LIK244HB,mk,tkm,50.000,50.000,,,0.00,,,,,,,31,N,N,,N,N,,,,,,,N,,,,,,886.11,890.27,890.27,,,,,,2025-07-10 16:28:17.497,Y,N,U,,0,,,96.72,,N
"0710544IH34",11,LI244-CH5692,1.00,758.79,N,,"01",DC,Z,,235.00,2025-07-10 16:41:55.838,2025-07-03 00:00:00.000,2025-07-03 00:00:00.000,,,,"0710544IH34",LIK244HB,mk,tkm,50.000,50.000,,,0.00,,,,,,,32,N,N,,N,N,,,,,,,N,,,,,,758.79,0.00,0.00,,,,,,2025-07-10 16:28:17.497,Y,N,U,,0,,,100.44,,N
"0710544IH34",15,DECLINE,1.00,0.00,N,,,,Z,,,,,,,,,"0710544IH34",,mk,tkm,50.000,50.000,,,0.00,,,,,,,0,N,N,,N,N,,,,,,,N,,,,,,0.00,0.00,0.00,,,,,,2025-07-10 16:41:20.168,Y,N,U,,0,,,0.00,,N
"0710544IH34",16,"738885029",1.00,224.68,N,,,,Z,,,,,,,,,"0710544IH34",,mk,tkm,50.000,50.000,,,0.00,,,,,,,6,N,N,,N,N,,,,,,,N,,,,,,224.68,224.68,224.68,,,,,,2025-07-10 16:53:03.772,Y,N,I,,0,,,5.65,,N
"0710544IH34",20,ASSEMBLY,1.00,20.00,Y,2025-07-10 00:00:00.000,,,Z,,,,,,,,,"0710544IH34",,mk,tkm,50.000,50.000,,,0.00,,,,,,,0,N,N,,N,N,,,,,,tkm,N,,,,,,35.00,35.00,35.00,,,,,,2025-07-10 16:56:35.843,Y,N,U,,0,TAG,,0.00,,N
"0710544IH34A",18,"483716385",1.00,447.84,N,,"01",DC,Z,,227.00,2025-07-10 16:53:47.202,2025-05-20 00:00:00.000,2025-05-20 00:00:00.000,,,,"0710544IH34",,tkm,,100.000,,,,0.00,,,,,,,10,N,N,,N,N,,,,,,,N,,,,,,447.84,447.84,447.84,,,,,,2025-07-10 16:53:46.866,Y,N,U,,0,,,18.16,,N
"0710544II17",2,"4YEARFCP",1.00,169.99,N,,,,P,,,,,,,,,"0710544II17",,mk,,100.000,,,,0.00,,,,,,,0,N,N,,N,N,,,,,,,N,,,,,,169.99,0.00,0.00,,,,,,2025-07-10 17:49:17.534,Y,N,I,,0,,,0.00,,N
"0710544II27",6,"056274892",1.00,112.96,N,,"03",DOCK12,Z,,45.00,2025-07-10 18:02:48.812,2025-03-07 00:00:00.000,2025-03-07 00:00:00.000,,,,"0710544II27","353192023",mk,nef,50.000,50.000,,,0.00,,,,,,,6,N,N,,N,N,,,,,,,N,,,,,,112.96,0.00,0.00,,,,,,2025-07-10 18:01:22.779,Y,N,U,,0,,,6.60,,N
"0710544II27",2,"378500966",1.00,460.14,N,,"03",DOCK12,Z,,190.00,2025-07-10 18:02:48.987,2025-03-07 00:00:00.000,2025-03-07 00:00:00.000,,,,"0710544II27","353192023",mk,nef,50.000,50.000,,,0.00,,,,,,,18,N,N,,N,N,,,,,,,N,,,,,,460.14,0.00,0.00,,,,,,2025-07-10 18:01:22.778,Y,N,U,,0,,,19.80,,N
"0710544II27",3,"215011812",1.00,460.14,N,,"03",DOCK12,Z,,190.00,2025-07-10 18:02:48.899,2025-03-07 00:00:00.000,2025-03-07 00:00:00.000,,,,"0710544II27","353192023",mk,nef,50.000,50.000,,,0.00,,,,,,,18,N,N,,N,N,,,,,,,N,,,,,,460.14,0.00,0.00,,,,,,2025-07-10 18:01:22.779,Y,N,U,,0,,,19.80,,N
"0710555HY66",1,"210101905",1.00,941.64,N,,,,Z,0.00,,,2025-06-06 00:00:00.000,2025-06-06 00:00:00.000,,,,"0710555HY66",,ksw,,100.000,,,,0.00,,,,,,,77,N,N,,N,N,,,,,,,N,,,,,,941.64,,,,,,,,2025-07-10 09:29:49.306,Y,N,U,,0,,,34.16,,N
"0710555HY67",1,"210101905",1.00,941.64,N,,"01",DC,Z,,427.00,2025-07-10 09:30:04.282,2025-06-06 00:00:00.000,2025-06-06 00:00:00.000,,,,"0710555HY67",,ksw,,100.000,,,,0.00,,,,,,,77,N,N,,N,N,,,,,,ksw,N,,,,,,798.00,798.00,798.00,,,,,,2025-07-10 09:30:03.991,Y,N,U,,0,TAG,,34.16,,N
"0710555HY98",1,IFD1022CHEST,1.00,893.20,Y,2025-07-10 00:00:00.000,,,Z,,,,,,,,,"0710555HY98",,pz,,100.000,,,,0.00,,,,,,,24,N,N,,N,N,,,,,,,N,,,,,,893.20,893.20,893.20,,,,,,2025-07-10 09:47:01.203,Y,N,U,,0,,,40.60,,N
"0710555IA47",4,"482923348",1.00,96.16,N,,"01",DC,Z,,45.00,2025-07-10 10:29:23.682,2025-02-20 00:00:00.000,2025-02-20 00:00:00.000,,,,"0710555IA47",,aa,,100.000,,,,0.00,,,,,,,5,N,N,,N,N,,,,,,mrc,N,,,,,,127.38,127.38,127.38,,,,,,2025-07-10 10:29:23.347,Y,N,U,,0,COMP,,13.71,,N
"0710555IA47",3,"482923348",1.00,96.16,N,,"01",DC,Z,,45.00,2025-07-10 10:29:23.660,2025-02-20 00:00:00.000,2025-02-20 00:00:00.000,,,,"0710555IA47",,aa,,100.000,,,,0.00,,,,,,,5,N,N,,N,N,,,,,,mrc,N,,,,,,127.38,127.38,127.38,,,,,,2025-07-10 10:29:23.347,Y,N,U,,0,COMP,,13.71,,N
"0710555IA47",5,ASSEMBLY,1.00,35.00,N,,,,Z,,,,,,,,,"0710555IA47",,aa,,100.000,,,,0.00,,,,,,,0,N,N,,N,N,,,,,,,N,,,,,,35.00,35.00,35.00,,,,,,2025-07-10 10:45:57.228,Y,N,I,,0,,,0.00,,N
"0710555IA61",1,"130680278",1.00,0.00,N,,,,Z,,,,,,,,,"0710555IA61",,aa,,100.000,,,,0.00,,,,,,,0,N,N,,N,N,,,,,,,N,,,,,,1568.87,1568.87,1568.87,,,,,,2025-07-10 10:35:59.616,Y,N,I,,0,,,0.00,,N
"0710555IA61",2,"017414779",1.00,440.08,N,,,,Z,,,,,,,,,"0710555IA61","130680278",aa,,100.000,,,,0.00,,,,,,,30,N,N,,N,N,,,,,,,N,,,,,,440.08,487.37,487.37,,,,,,2025-07-10 10:35:59.616,Y,N,I,,0,,,12.39,,N
"0710555IA61",6,"150-NOMOVE",1.00,0.00,N,,,,Z,,,,,,,,,"0710555IA61",,aa,,100.000,,,,0.00,,,,,,,0,N,N,,N,N,,,,,,,N,,,,,,0.00,0.00,0.00,,,,,,2025-07-10 10:36:54.893,Y,N,I,,0,,,0.00,,N
"0710555IB13",1,HS148-91-14,1.00,587.64,N,,"01",DC,Z,,199.00,2025-07-10 11:00:26.661,2025-05-07 00:00:00.000,2025-05-07 00:00:00.000,,,,"0710555IB13",,nkr,,100.000,,,,0.00,,,"4YEARFCP",3,,,35,N,N,,N,N,,,,,,nkr,N,,,,,,498.00,498.00,498.00,,,,,,2025-07-10 11:00:26.196,Y,N,U,,0,"60MONTH",,11.94,,N
"0710555IB13",3,"4YEARFCP",1.00,99.99,N,,,,P,,,,,,,,,"0710555IB13",,nkr,,100.000,,,,0.00,,,,,,,0,N,N,,N,N,,,,,,,N,,,,,,99.99,0.00,0.00,,,,,,2025-07-10 11:00:26.220,Y,N,I,,0,,,0.00,,N
"0710555IB18",1,KJODQB-POR,1.00,0.00,N,,,,Z,,,,,,,,,"0710555IB18",,gaw,ma,50.000,50.000,,,0.00,,,,,,,0,N,N,,N,N,,,,,,,N,,,,,,527.23,527.23,527.23,,,,,,2025-07-10 10:52:55.120,Y,N,U,,0,,,0.00,,N
